iri,source_file,parent_iris,label_en,label_de,label_none,definition_en,definition_de,definition_none,label_en_suggested,label_de_suggested,definition_en_suggested,definition_de_suggested,notes
https://w3id.org/pmd/co/PMD_0000655,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000602,furnace,Ofen,,A device that generates and contains high-intensity thermal energy within an insulated enclosure.,"Ein Gerät, das hochintensive thermische Energie innerhalb eines isolierten Gehäuses erzeugt und speichert.",,,,,,
https://w3id.org/pmd/co/PMD_0000657,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000557,gas chromatography system,Gaschromatographiesystem,,A chromatography system used for separating and analyzing compounds in a gas mixture using a chromatographic column.,Ein Chromatographiesystem zur Trennung und Analyse von Verbindungen in einem Gasgemisch unter Verwendung einer chromatographischen Säule.,,,,,,
https://w3id.org/pmd/co/PMD_0000659,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000557,gel permeation chromatography system,Gelpermeations-Chromatographiesystem,,A chromatography system used for separating and analyzing polymers based on their molecular size using gel permeation chromatography.,Ein Chromatographiesystem zur Trennung und Analyse von Polymeren basierend auf ihrer Molekülgröße durch Gelpermeationschromatographie.,,,,,,
https://w3id.org/pmd/co/PMD_0000665,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000602,gravimetric analyzer,Gravimetrischer Analysator,,A device used to measure the mass of a sample to determine its composition or concentration.,Ein Gerät zur Messung der Masse einer Probe zur Bestimmung ihrer Zusammensetzung oder Konzentration.,,,,,,
https://w3id.org/pmd/co/PMD_0000667,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000648,grinding machine,Schleifmaschine,,"A grinding machine is a forming machine that uses an abrasive wheel to remove material from the surface of a workpiece, typically for finishing or precision work.","Eine Schleifmaschine ist eine Formmaschine, die ein Schleifrad verwendet, um Material von der Oberfläche eines Werkstücks zu entfernen, typischerweise für Feinarbeiten oder Präzisionsarbeiten.",,,,,,
https://w3id.org/pmd/co/PMD_0000668,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000602,grips,Halterungsklemmen,,"This device is a part by which something, usually a tangible object, is grasped. Typically, grips are part of a mounting system (processing node) referring to a testing system.","Diese Gerät beschreibt ein Bauelement / Teil, mit dem etwas, normalerweise ein materielles Objekt, fest gegriffen oder eingespannt wird. Typischerweise sind Halterungen, Klemm- bzw. Spannsysteme Teil eines Befestigungssystems (Prozessknoten), das sich auf ein Prüfsystem bezieht.",,,,,,
https://w3id.org/pmd/co/PMD_0000767,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000920,hacksaw,Bügelsäge,,"A hacksaw is a hand saw designed for cutting various materials, particularly metal. It consists of a fine-toothed blade, tensioned in a frame, and a handle. The frame of a hacksaw is typically C-shaped, allowing the blade to be easily replaced when necessary. Hacksaws are commonly used in metalworking and other applications where a controlled and precise cut through metal is required. The fine teeth on the hacksaw blade enable it to cut through metal with efficiency, and the tensioned frame provides stability during the cutting process. Hacksaws are versatile tools and are often used for tasks such as cutting pipes, rods, and metal sheets. They are available in different sizes and tooth configurations to suit various cutting needs.","Eine Bügelsäge ist eine Art Handsäge zum Schneiden verschiedener Materialien, insbesondere Metall. Sie besteht aus einem fein gezahnten Blatt, das in einem Rahmen gespannt ist, und einem Griff. Der Rahmen einer Bügelsäge ist in der Regel C-förmig, so dass das Blatt bei Bedarf leicht ausgewechselt werden kann. Bügelsägen werden häufig bei der Metallbearbeitung und anderen Anwendungen eingesetzt, bei denen ein kontrollierter und präziser Schnitt durch Metall erforderlich ist. Die feinen Zähne des Sägeblatts ermöglichen ein effizientes Schneiden durch Metall, und der gespannte Rahmen sorgt für Stabilität während des Schneidens. Bügelsägen sind vielseitige Werkzeuge und werden häufig für Aufgaben wie das Schneiden von Rohren, Stangen und Blechen verwendet. Sie sind in verschiedenen Größen und Zahnkonfigurationen erhältlich, um verschiedenen Schneidanforderungen gerecht zu werden.",,,,,,
https://w3id.org/pmd/co/PMD_0000769,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0020276,hand holdable disposition,in der Hand haltbar,,"Disposition of an object that can be hold, operated or used manually.","Disposion eines Objektes, das per Hand gehalten, betrieben oder verwendet werden kann.",,,,,,
https://w3id.org/pmd/co/PMD_0000770,src/ontology/components/pmdco-devices.owl,[complex],hand circular saw,Handkreissäge,,A handheld circular saw is a portable circular saw that is guided by hand. It is well suited for precise cuts in construction and woodwork.,"Die Handkreissäge is eine tragbare Kreissäge, die von Hand geführt wird. Sie eignet sich gut für präzise Schnitte bei Bau- und Holzarbeiten.",,,,,,
https://w3id.org/pmd/co/PMD_0000771,src/ontology/components/pmdco-devices.owl,[complex],handsaw,Handsäge,,"The handsaw is a manually operated saw that is used to cut various materials, especially wood. This type of saw typically consists of a long, thin blade with teeth attached to a handle. The handle allows the user to guide the saw by hand and make the cut by moving the blade back and forth. Handsaws are available in different designs, depending on the intended application. For example, there are handsaws for wood, metal or plastic, and they can have different tooth geometries and blade lengths to best suit different cutting requirements.","Die Handsäge ist eine manuell betriebene Säge, die dazu dient, verschiedene Materialien, insbesondere Holz, zu schneiden. Diese Art von Säge besteht typischerweise aus einem langen, dünnen Blatt mit Zähnen, das an einem Griff befestigt ist. Der Griff ermöglicht es dem Benutzer, die Säge von Hand zu führen und den Schnitt durch Vor- und Zurückbewegen des Blatts zu erzeugen. Handsägen sind in verschiedenen Ausführungen erhältlich, je nach der beabsichtigten Anwendung. Es gibt beispielsweise Handsägen für Holz, Metall oder Kunststoff, und sie können unterschiedliche Zahngeometrien und Blattlängen aufweisen, um optimal auf verschiedene Schneidanforderungen abgestimmt zu sein.",,,,,,
https://w3id.org/pmd/co/PMD_0000774,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000775,hardness tester,Härteprüfgerät,,"A hardness tester is a hardness testing machine that measures the resistance of a material to deformation, typically by indentation.","Ein Härteprüfgerät ist eine Härteprüfmaschine, die den Widerstand eines Materials gegen Verformung, typischerweise durch Eindrücken, misst.",,,,,,
https://w3id.org/pmd/co/PMD_0000775,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000602,hardness testing machine,Härteprüfmaschine,,A device used to measure the hardness of materials through various testing methods such as indentation or scratch tests.,Ein Gerät zur Messung der Härte von Materialien durch verschiedene Prüfmethoden wie Eindrück- oder Kratzversuche.,,,,,,
https://w3id.org/pmd/co/PMD_0000780,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000602,heat treatment device,Wärmebehandlungsgerät,,A device used for treating materials through heating and cooling processes to alter their properties.,Ein Gerät zur Behandlung von Materialien durch Erwärmungs- und Abkühlungsprozesse zur Veränderung ihrer Eigenschaften.,,,,,,
https://w3id.org/pmd/co/PMD_0000781,src/ontology/components/pmdco-devices.owl,http://purl.obolibrary.org/obo/BFO_0000034,heat treatment function,Wärmebehandlungsfunktion,,A function performed to alter the properties of materials through controlled heating and cooling processes.,"Eine Funktion, die durchgeführt wird, um die Eigenschaften von Materialien durch kontrollierte Wärme- und Abkühlungsprozesse zu verändern.",,,,,,
https://w3id.org/pmd/co/PMD_0000784,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000557,high performance liquid chromatography system,Hochleistungsflüssigkeitschromatographiesystem,,"A chromatography system used for separating, identifying, and quantifying compounds in liquid samples through high performance liquid chromatography.","Ein Chromatographiesystem zur Trennung, Identifizierung und Quantifizierung von Verbindungen in Flüssigkeitsproben durch Hochleistungsflüssigkeitschromatographie.",,,,,,
https://w3id.org/pmd/co/PMD_0000785,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000657,high temperature gas chromatography system,Hochtemperatur-Gaschromatographiesystem,,A gas chromatography system used for separating and analyzing compounds in a gas mixture at high temperatures using a chromatographic column.,Ein Gaschromatographiesystem zur Trennung und Analyse von Verbindungen in einem Gasgemisch bei hohen Temperaturen unter Verwendung einer chromatographischen Säule.,,,,,,
https://w3id.org/pmd/co/PMD_0000791,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000655,induction furnace,Induktionsofen,,"An induction furnace is a furnace that heats materials using electromagnetic induction, generating heat directly within the material.","Ein Induktionsofen ist ein Ofen, der Materialien durch elektromagnetische Induktion erhitzt, wobei die Wärme direkt im Material erzeugt wird.",,,,,,
https://w3id.org/pmd/co/PMD_0000794,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000602,injection molding machine,Spritzgießmaschine,,An injection molding machine is a device used to produce plastic parts by injecting molten plastic into molds under high pressure.,"Eine Spritzgießmaschine ist ein Gerät, das verwendet wird, um Kunststoffteile durch Einspritzen von geschmolzenem Kunststoff in Formen unter hohem Druck herzustellen.",,,,,,
https://w3id.org/pmd/co/PMD_0000796,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000557,ion exchange chromatography system,Ionenaustausch-Chromatographiesystem,,A chromatography system used for separating ions in a sample using ion exchange resins in a chromatographic column.,Ein Chromatographiesystem zur Trennung von Ionen in einer Probe unter Verwendung von Ionenaustauschharzen in einer chromatographischen Säule.,,,,,,
https://w3id.org/pmd/co/PMD_0000797,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000855,ion microscope,Ionenmikroskop,,A microscope that uses ions to create high-resolution images of the surface or structure of a sample.,"Ein Mikroskop, das Ionen verwendet, um hochauflösende Bilder der Oberfläche oder Struktur einer Probe zu erstellen.",,,,,,
https://w3id.org/pmd/co/PMD_0000799,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000602,ion spectrometer,Ionen-Spektrometer,,A device used for analyzing ions in a sample to determine their composition and concentration.,Ein Gerät zur Analyse von Ionen in einer Probe zur Bestimmung ihrer Zusammensetzung und Konzentration.,,,,,,
https://w3id.org/pmd/co/PMD_0000803,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000602,irradiation device,Irradiationsgerät,,A device used for exposing materials to radiation to induce changes in their properties.,Ein Gerät zum Aussetzen von Materialien gegenüber Strahlung zur Induktion von Veränderungen ihrer Eigenschaften.,,,,,,
https://w3id.org/pmd/co/PMD_0000805,src/ontology/components/pmdco-devices.owl,http://purl.obolibrary.org/obo/BFO_0000034,irradiation function,Irradiationsfunktion,,A function performed to expose materials to radiation for altering their properties.,"Eine Funktion, die durchgeführt wird, um Materialien Strahlung auszusetzen, um deren Eigenschaften zu verändern.",,,,,,
https://w3id.org/pmd/co/PMD_0000811,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000602,joining device,Verbindungsgerät,,"A general device used for joining materials through various methods, including welding and soldering.","Ein allgemeines Gerät zum Verbinden von Materialien durch verschiedene Methoden, einschließlich Schweißen und Löten.",,,,,,
https://w3id.org/pmd/co/PMD_0000812,src/ontology/components/pmdco-devices.owl,http://purl.obolibrary.org/obo/BFO_0000034,joining function,Verbindungsfunktion,,A function performed to connect or bond materials together through various methods such as welding or soldering.,"Eine Funktion, die ausgeführt wird, um Materialien durch verschiedene Methoden wie Schweißen oder Löten zu verbinden.",,,,,,
https://w3id.org/pmd/co/PMD_0000813,src/ontology/components/pmdco-devices.owl,[complex],knife,Messer,,"A tool with a sharp edge, typically made of metal, used for cutting food, materials, or other substances.","Ein Werkzeug mit einer scharfen Schneide, üblicherweise aus Metall, das zum Schneiden von Lebensmitteln, Materialien oder anderen Substanzen verwendet wird.",,,,,,
https://w3id.org/pmd/co/PMD_0000817,src/ontology/components/pmdco-devices.owl,[complex],lasercutter,Laserschneider,,"A device that utilizes laser beams to create precise cuts in various materials such as wood, plastic, metal, etc.","Ein Gerät, das Laserstrahlen verwendet, um präzise Schnitte in verschiedenen Materialien wie Holz, Kunststoff, Metall usw. zu erzeugen.",,,,,,
https://w3id.org/pmd/co/PMD_0000818,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000648,lathe,Drehmaschine,,"A lathe is a forming machine that rotates a workpiece on its axis to perform various operations such as cutting, sanding, drilling, or deformation.","Eine Drehmaschine ist eine Formmaschine, das ein Werkstück um seine Achse dreht, um verschiedene Operationen wie Schneiden, Schleifen, Bohren oder Verformung durchzuführen.",,,,,,
https://w3id.org/pmd/co/PMD_0000820,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000602,load cell,Kraftmessdose,,A device that converts mechanical force into a measurable signal by sensing the physical deformation of a structural element.,,,,,,,
https://w3id.org/pmd/co/PMD_0000827,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000602,magnetizing device,Magnetisierungsgerät,,A device used for inducing a magnetic field in materials to alter their magnetic properties.,"Ein Gerät zur Induktion eines Magnetfelds in Materialien, um deren magnetische Eigenschaften zu verändern.",,,,,,
https://w3id.org/pmd/co/PMD_0000828,src/ontology/components/pmdco-devices.owl,http://purl.obolibrary.org/obo/BFO_0000034,magnetizing function,Magnetisierungsfunktion,,A function performed to induce a magnetic field in materials to modify their magnetic properties.,"Eine Funktion, die durchgeführt wird, um ein Magnetfeld in Materialien zu induzieren, um deren magnetische Eigenschaften zu verändern.",,,,,,
https://w3id.org/pmd/co/PMD_0000832,src/ontology/components/pmdco-devices.owl,http://purl.obolibrary.org/obo/BFO_0000034,manufacturing function,Fertigungsfunktion,,A function that inheres in devices or processes that are used to produce or assemble goods or components.,"Eine Funktion, die in Geräten oder Prozessen besteht, die zur Herstellung oder Montage von Waren oder Komponenten verwendet werden.",,,,,,
https://w3id.org/pmd/co/PMD_0000835,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000602,mass spectrometer,Massenspektrometer,,A device used to measure the mass-to-charge ratio of ions to identify and quantify compounds in a sample.,Ein Gerät zur Messung des Massen-zu-Ladung-Verhältnisses von Ionen zur Identifizierung und Quantifizierung von Verbindungen in einer Probe.,,,,,,
https://w3id.org/pmd/co/PMD_0000847,src/ontology/components/pmdco-devices.owl,http://purl.obolibrary.org/obo/BFO_0000034,measuring function,Messfunktion,,"A function performed to determine the magnitude, quantity, or extent of a physical property or condition.","Eine Funktion, die durchgeführt wird, um das Ausmaß, die Menge oder den Zustand einer physikalischen Eigenschaft zu bestimmen.",,,,,,
https://w3id.org/pmd/co/PMD_0000854,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000602,micrometer gauge,Bügelmessschraube,,A measuring device for making precise measurements having a spindle moved by a finely threaded screw.,"Diese Entität beschreibt ein Werkzeug zur Durchführung präziser Messungen mit einer Spindel, die durch eine Feingewindeschraube bewegt wird.",,,,,,
https://w3id.org/pmd/co/PMD_0000855,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000602,microscope,Mikroskop,,A device used to magnify and view small objects or details that are not visible to the naked eye.,"Ein Gerät zur Vergrößerung und Betrachtung kleiner Objekte oder Details, die mit bloßem Auge nicht sichtbar sind.",,,,,,
https://w3id.org/pmd/co/PMD_0000858,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000602,microtome,Mikrotom,,"A device used to cut extremely thin slices of material, often for microscopic examination.","Ein Gerät, das verwendet wird, um extrem dünne Scheiben von Material zu schneiden, oft für mikroskopische Untersuchungen.",,,,,,
https://w3id.org/pmd/co/PMD_0000859,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000648,milling machine,Fräsmaschine,,A milling machine is a forming machine that performs machining operations to remove material from a workpiece using rotary cutters.,"Eine Fräsmaschine ist eine Formmaschine, das Bearbeitungsoperationen durchführt, um Material von einem Werkstück mithilfe von Fräsern zu entfernen.",,,,,,
https://w3id.org/pmd/co/PMD_0000874,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000855,optical microscope,Optisches Mikroskop,,A microscope that uses visible light and lenses to magnify and view small objects or details.,"Ein Mikroskop, das sichtbares Licht und Linsen verwendet, um kleine Objekte oder Details zu vergrößern und zu betrachten.",,,,,,
https://w3id.org/pmd/co/PMD_0000876,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000966,optical profilometer,Optisches Profilometer,,An optical profilometer is a surface profilometer that measures surface profiles and roughness by analyzing the interference patterns of light reflected from a specimen's surface.,"Ein optisches Profilometer ist ein Gerät, das Oberflächenprofile und Rauheit misst, indem es die Interferenzmuster von Licht analysiert, das von der Oberfläche eines Präparats reflektiert wird.",,,,,,
https://w3id.org/pmd/co/PMD_0000886,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000648,polishing machine,Poliermaschine,,"A polishing machine is a forming machine that smooths the surface of a material by rubbing it with a tool, abrasive, or chemical.","Eine Poliermaschine ist eine Formmaschine, die die Oberfläche eines Materials durch Reiben mit einem Werkzeug, Schleifmittel oder Chemikalien glättet.",,,,,,
https://w3id.org/pmd/co/PMD_0000894,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000818,precision lathe,Präzisionsdrehmaschine,,"A precision lathe is a lathe that rotates a workpiece about an axis to perform various operations such as cutting, sanding, drilling, or deformation with extreme accuracy.","Eine Präzisionsdrehmaschine ist eine Drehmaschine, die ein Werkstück um eine Achse dreht, um verschiedene Operationen wie Schneiden, Schleifen, Bohren oder Verformung mit extremer Genauigkeit durchzuführen.",,,,,,
https://w3id.org/pmd/co/PMD_0000898,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000847,pressure measuring function,Druckmessfunktion,,A measuring function performed to determine the pressure of gases or liquids.,"Eine Messfunktion, um den Druck von Gasen oder Flüssigkeiten zu bestimmen.",,,,,,
https://w3id.org/pmd/co/PMD_0000917,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000602,rheometer,Rheometer,,"A device used to measure the flow and deformation properties of materials, particularly liquids and semi-solids.","Ein Gerät zur Messung der Fließ- und Verformungseigenschaften von Materialien, insbesondere von Flüssigkeiten und Halbfeststoffen.",,,,,,
https://w3id.org/pmd/co/PMD_0000920,src/ontology/components/pmdco-devices.owl,[complex],saw,,,"A saw is a device used to cut materials, especially wood. It usually consists of a thin, sharp metal blade fitted with teeth and a handle or frame that allows the user to guide the saw. There are different types of saws designed for different applications, including handsaws, circular saws, hacksaws and band saws. Each type of saw is designed for specific tasks and materials to enable efficient cutting.","Eine Säge ist ein Gerät, das zum Zerteilen von Materialien, insbesondere von Holz, verwendet wird. Sie besteht in der Regel aus einem dünnen, scharfen Metallblatt, das mit Zähnen versehen ist, und einem Griff oder Rahmen, der es dem Benutzer ermöglicht, die Säge zu führen. Es gibt verschiedene Arten von Sägen, die für verschiedene Anwendungen konzipiert sind, darunter Handsägen, Kreissägen, Bügelsägen und Bandsägen. Jede Art von Säge ist auf bestimmte Aufgaben und Materialien abgestimmt, um effizientes Schneiden zu ermöglichen.",,,,,,
https://w3id.org/pmd/co/PMD_0000922,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000624,scanning electron microscope,Rasterelektronenmikroskop,,A scanning electron microscope (SEM) is a measuring device that produces high-resolution images of a sample surface by scanning it with a focused beam of electrons.,"Ein Rasterelektronenmikroskop (REM) ist ein Messgerät, das hochauflösende Bilder einer Probenoberfläche erzeugt, indem es sie mit einem fokussierten Elektronenstrahl abtastet.",,,,,,
https://w3id.org/pmd/co/PMD_0000923,src/ontology/components/pmdco-devices.owl,[complex],pair of scissors,Schere,,"A device with two sharp blades that are brought together by pressure on the handles to cut paper, fabric, or other materials.","Ein Werkzeug mit zwei scharfen Klingen, die durch Druck auf die Griffe zusammengeführt werden, um Papier, Stoff oder andere Materialien zu schneiden.",,,,,,
https://w3id.org/pmd/co/PMD_0000925,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000602,scratch testing machine,Kratzprüfmaschine,,A device used to test the scratch resistance of materials by applying a scratching force.,Ein Gerät zur Prüfung der Kratzfestigkeit von Materialien durch Anwendung einer Kratzkraft.,,,,,,
https://w3id.org/pmd/co/PMD_0000928,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000602,shear testing machine,Schubprüfmaschine,,A device used to measure the shear strength of materials by applying a shearing force and measuring deformation.,Ein Gerät zur Messung der Scherfestigkeit von Materialien durch Anwendung einer Schubkraft und Messung der Verformung.,,,,,,
https://w3id.org/pmd/co/PMD_0000932,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000582,simulation device,Simulationsknoten,,A computing device that implements foo as well as consumes and creates simulation objects and parameters.,,,,,,,
https://w3id.org/pmd/co/PMD_0000935,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000558,sizing saw,Formatkreissäge,,A sizing saw is an industrial circular saw designed for large cutting formats in woodworking and furniture production.,"Eine Formatkreissäge ist eine industrielle Kreissäge, die für große Schnittformate in der Holzverarbeitung und Möbelherstellung ausgelegt ist.",,,,,,
https://w3id.org/pmd/co/PMD_0000936,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000602,slide,Schlitten,,"A moving device that is guided by a part along its path, providing the mount for objects.","Eine bewegliche Vorrichtung (Gerät), die von einem Teil entlang ihrer Bahn geführt wird und die Halterung für Objekte bildet.",,,,,,
https://w3id.org/pmd/co/PMD_0000937,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000602,soldering device,Lötgerät,,A device used for joining materials together by melting and applying a filler metal.,Ein Gerät zum Verbinden von Materialien durch Schmelzen und Auftragen eines Füllmetalls.,,,,,,
https://w3id.org/pmd/co/PMD_0000939,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000812,soldering function,Lötfunktion,,A soldering function is a joining function that is realized in connecting materials using solder.,"Eine Unterfunktion des Verbindens, die durchgeführt wird, um Materialien durch Löttechniken zu verbinden.",,,,,,
https://w3id.org/pmd/co/PMD_0000940,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000602,spalling testing machine,Abplatzprüfmaschine,,A device used to test the resistance of materials to spalling or flaking under various conditions.,Ein Gerät zur Prüfung der Widerstandsfähigkeit von Materialien gegenüber Abplatzungen oder Abblätterungen unter verschiedenen Bedingungen.,,,,,,
https://w3id.org/pmd/co/PMD_0000944,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000602,spectrometer,Spektrometer,,"A spectrometer is a measuring device that measures the properties of light over a specific portion of the electromagnetic spectrum, typically to analyze the composition of a material.","Ein Spektrometer ist ein Messgerät, das die Eigenschaften von Licht über einen bestimmten Teil des elektromagnetischen Spektrums misst, typischerweise zur Analyse der Zusammensetzung eines Materials.",,,,,,
https://w3id.org/pmd/co/PMD_0000959,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000603,subject of adjustment role,Einstellungsgegenstandsrolle,,A device role that is being adjusted. The role is realized in an adjustment process.,"Rolle eines Gerätes (Einstellungsgegenstand), das eingestellt wird. Die Rolle wird ein einem Einstellungsprozess realisiert.",,,,,,
https://w3id.org/pmd/co/PMD_0000960,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000603,subject of calibration role,Kalibrierungsgegenstandsrolle,,A device role that is being calibrated. The role is realized in a calibration process.,"Rolle eines Gerätes (Kalibrierungsgegenstand), das kalibriert wird. Die Rolle wird ein einem Kalibrierungsprozess realisiert.",,,,,,
https://w3id.org/pmd/co/PMD_0000963,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000557,supercritical fluid chromatography system,Überkritisches Fluid-Chromatographiesystem,,A chromatography system for separating and analyzing compounds using supercritical fluids as the mobile phase in chromatography.,Ein Chromatographiesystem zur Trennung und Analyse von Verbindungen unter Verwendung überkritischer Flüssigkeiten als mobile Phase in der Chromatographie.,,,,,,
https://w3id.org/pmd/co/PMD_0000966,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000602,surface profilometer,Oberflächenprofilometer,,A device used to measure the surface profile and texture of materials.,Ein Gerät zur Messung des Oberflächenprofils und der Textur von Materialien.,,,,,,
https://w3id.org/pmd/co/PMD_0000968,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000602,temperature change device,Temperaturänderungswerkzeug,,"A device that is used for the alteration and adjustment of the temperature of a tangible object or the environment, e.g., a furnace and cooling media.","Diese Entität beschreibt allgemein jedes Werkzeug, das zur Änderung und Einstellung der Temperatur eines materiellen Objekts oder der Umgebung verwendet wird, z. B. einen Ofen und Kühlmittel.",,,,,,
https://w3id.org/pmd/co/PMD_0000969,src/ontology/components/pmdco-devices.owl,http://purl.obolibrary.org/obo/BFO_0000034,temperature change function,Temperaturänderungsfunktion,,A function in heat treatment performed to induce changes in temperature to alter material properties.,"Eine Unterfunktion der Wärmebehandlung, die durchgeführt wird, um Temperaturänderungen hervorzurufen, um die Materialeigenschaften zu verändern.",,,,,,
https://w3id.org/pmd/co/PMD_0000971,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000847,temperature measuring function,Temperaturmessfunktion,,A measuring function performed to determine the temperature of an object or environment.,"Eine Messefunktion, die durchgeführt wird, um die Temperatur eines Objekts oder einer Umgebung zu bestimmen.",,,,,,
https://w3id.org/pmd/co/PMD_0000973,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000602,tensile testing machine,Zugprüfmaschine,,A device used to test the tensile strength and elongation of materials by applying a stretching force.,Ein Gerät zur Prüfung der Zugfestigkeit und Dehnung von Materialien durch Anwendung einer Dehnkraft.,,,,,,
https://w3id.org/pmd/co/PMD_0000976,src/ontology/components/pmdco-devices.owl,http://purl.obolibrary.org/obo/BFO_0000034,testing function,Testfunktion,,"A function performed to assess or evaluate the properties, performance, or quality of materials or devices.","Eine Funktion, die durchgeführt wird, um die Eigenschaften, Leistung oder Qualität von Materialien oder Geräten zu bewerten.",,,,,,
https://w3id.org/pmd/co/PMD_0000980,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000847,thermal conductivity measuring function,Wärmeleitfähigkeitsmessfunktion,,A measuring function that inheres in devices used to measure the thermal conductivity of materials.,"Eine Funktion, die in Geräten besteht, die zur Messung der Wärmeleitfähigkeit von Materialien verwendet werden.",,,,,,
https://w3id.org/pmd/co/PMD_0000983,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000602,thermocouple,Thermoelement,,A device for measuring temperature in which a pair of wires of dissimilar metals (such as copper and iron) are joined and the free ends of the wires are connected to an instrument (such as a voltmeter) that measures the difference in potential created at the junction of the two metals.,"Ein Gerät zur Temperaturmessung, bei dem ein Paar Drähte aus unterschiedlichen Metallen (z. B. Kupfer und Eisen) verbunden und die freien Enden der Drähte mit einem Instrument (z. B. einem Voltmeter) verbunden werden, das die an der Verbindungsstelle erzeugte der beiden Metalle Potentialdifferenz misst .",,,,,,
https://w3id.org/pmd/co/PMD_0000984,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000968,thermocycler,Thermocycler,,"A thermocycler is a temperature change device that rapidly changes the temperature of a sample in cycles, often used in polymerase chain reactions (PCR).","Ein Thermocycler ist ein Temperaturwechselgerät, das die Temperatur einer Probe in Zyklen schnell ändert, oft verwendet in der Polymerase-Kettenreaktion (PCR).",,,,,,
